długość fali [nm] - 1) P=637,9uW	natężenie, jednostki umowne - 1) P=637,9uW	długość fali [nm] - 2) P=1,844mW	natężenie, jednostki umowne - 2) P=1,844mW	długość fali [nm] - 3) P=3,451mW	natężenie, jednostki umowne - 3) P=3,451mW	długość fali [nm] - 4) P=5,397mW	natężenie, jednostki umowne - 4) P=5,397mW	długość fali [nm] - 5) P=7,643mW	natężenie, jednostki umowne - 5) P=7,643mW	długość fali [nm] - 6) P=10,16mW	natężenie, jednostki umowne - 6) P=10,16mW	długość fali [nm] - 7) P=12,93mW	natężenie, jednostki umowne - 7) P=12,93mW	długość fali [nm] - 8) P=15,95mW	natężenie, jednostki umowne - 8) P=15,95mW	
1368	45,7144	1368	175,558	1368	288,968	1368	515,877	1368	675,295	1368	882,953	1368	1080,18	1368	1289,37	
1369	31,8501	1369	142,797	1369	327,087	1369	490,104	1369	698,008	1369	889	1369	1053,59	1369	1285,25	
1370	53,6045	1370	163,604	1370	317,978	1370	500,021	1370	700,971	1370	874,482	1370	1062,18	1370	1285,42	
1371	38,4173	1371	133,489	1371	289,51	1371	513,883	1371	691,571	1371	874,008	1371	1080,72	1371	1287,4	
1372	56,4974	1372	144,15	1372	300,661	1372	466,873	1372	692,579	1372	893,905	1372	1051,91	1372	1277,3	
1373	57,0072	1373	172,922	1373	300,72	1373	508,653	1373	658,695	1373	874,935	1373	1073,25	1373	1275,87	
1374	35,3015	1374	147,262	1374	334,433	1374	493,133	1374	679,875	1374	854,063	1374	1056,68	1374	1265,18	
1375	37,7603	1375	164,902	1375	324,849	1375	509,643	1375	678,041	1375	869,881	1375	1065,49	1375	1261,22	
1376	30,9519	1376	181,188	1376	299,406	1376	481,353	1376	699,433	1376	857,601	1376	1051,75	1376	1245,41	
1377	73,4486	1377	155,408	1377	326,404	1377	493,814	1377	660,919	1377	862,806	1377	1090,56	1377	1235,25	
1378	48,186	1378	136,889	1378	325,785	1378	474,696	1378	697,628	1378	869,614	1378	1072,56	1378	1249,26	
1379	48,9435	1379	143,443	1379	336,078	1379	488,175	1379	657,61	1379	854,92	1379	1081,93	1379	1266,19	
1380	67,511	1380	179,577	1380	306,164	1380	489,614	1380	672,494	1380	887,785	1380	1062,58	1380	1279,52	
1381	63,3515	1381	172,812	1381	317,238	1381	479,026	1381	675,797	1381	883,272	1381	1080,65	1381	1238,22	
1382	35,0323	1382	142,302	1382	325,585	1382	498,531	1382	683,914	1382	852,963	1382	1063,19	1382	1272,75	
1383	53,1244	1383	146,978	1383	293,105	1383	479,098	1383	697,858	1383	847,381	1383	1037,72	1383	1259,45	
1384	60,9953	1384	159,431	1384	336,13	1384	464,969	1384	674,565	1384	843,102	1384	1079,22	1384	1256,84	
1385	52,086	1385	158,88	1385	310,795	1385	469,889	1385	648,948	1385	848,182	1385	1056,16	1385	1223,72	
1386	62,5781	1386	167,43	1386	305,757	1386	478,147	1386	670,035	1386	871,186	1386	1048,81	1386	1259,09	
1387	65,5411	1387	167,783	1387	318,744	1387	499,433	1387	656,32	1387	858,874	1387	1046,72	1387	1229,23	
1388	75,6559	1388	142,457	1388	309,156	1388	461,654	1388	673,475	1388	882,408	1388	1063,24	1388	1261,19	
1389	74,8753	1389	169,622	1389	290,785	1389	501,857	1389	653,031	1389	855,52	1389	1039,91	1389	1247,39	
1390	46,326	1390	178,71	1390	331,846	1390	503,073	1390	683,459	1390	841,851	1390	1074,24	1390	1253,08	
1391	52,2881	1391	173,996	1391	319,45	1391	480,086	1391	661,163	1391	849,63	1391	1071,34	1391	1223,68	
1392	59,207	1392	159,616	1392	312,7	1392	498,305	1392	657,934	1392	877,411	1392	1049,03	1392	1218,39	
1393	66,7987	1393	147,694	1393	331,569	1393	466,263	1393	654,993	1393	867,308	1393	1043,45	1393	1239,57	
1394	44,4715	1394	142,523	1394	326,644	1394	502,806	1394	668,632	1394	877,132	1394	1049,48	1394	1240,09	
1395	36,8661	1395	161,216	1395	297,047	1395	490,893	1395	658,921	1395	878,015	1395	1034,1	1395	1243,69	
1396	57,7274	1396	156,538	1396	295,001	1396	479,34	1396	675,474	1396	875,054	1396	1060,32	1396	1205,31	
1397	55,6348	1397	151,97	1397	320,344	1397	480,228	1397	673,626	1397	856,876	1397	1045,64	1397	1207,04	
1398	53,0473	1398	183,05	1398	288,761	1398	494,154	1398	685,084	1398	836,139	1398	1040,39	1398	1237,72	
1399	71,5276	1399	171,932	1399	284,726	1399	495,341	1399	651,836	1399	874,265	1399	1044	1399	1215,49	
1400	49,4733	1400	168,339	1400	318,814	1400	466,754	1400	657,682	1400	834,231	1400	1012,16	1400	1202,22	
1401	42,2789	1401	154,499	1401	293,224	1401	469,178	1401	653,744	1401	833,66	1401	1053,57	1401	1232,72	
1402	52,3795	1402	149,318	1402	331,462	1402	466,356	1402	658,541	1402	828,593	1402	1012,7	1402	1203,48	
1403	42,6551	1403	137,899	1403	326,453	1403	480,745	1403	663,345	1403	824,874	1403	1009,69	1403	1242,12	
1404	49,8925	1404	144,171	1404	298,594	1404	496,159	1404	654,312	1404	848,603	1404	1007,02	1404	1197,76	
1405	68,7588	1405	180,852	1405	295,522	1405	474,678	1405	661,953	1405	861,941	1405	1027	1405	1220,76	
1406	64,1669	1406	142,198	1406	321,744	1406	499,72	1406	672,465	1406	849,606	1406	1042,89	1406	1204,57	
1407	49,9557	1407	162,78	1407	300,852	1407	455,167	1407	659,966	1407	823,062	1407	1023,8	1407	1225,63	
1408	61,0321	1408	151,604	1408	331,575	1408	486,711	1408	651,349	1408	823,018	1408	1026,85	1408	1220,57	
1409	58,3951	1409	136,137	1409	305,678	1409	487,951	1409	660,413	1409	849,466	1409	1005,97	1409	1209,14	
1410	71,085	1410	157,901	1410	306,436	1410	461,113	1410	641,168	1410	848,376	1410	1038,34	1410	1187,06	
1411	64,1957	1411	137,403	1411	289,1	1411	495,589	1411	633,462	1411	829,278	1411	1038,02	1411	1214,54	
1412	49,0242	1412	180,707	1412	319,898	1412	472,58	1412	664,962	1412	824,582	1412	1015,22	1412	1194,3	
1413	35,6967	1413	183,077	1413	288,289	1413	499,2	1413	633,827	1413	837,991	1413	1025,87	1413	1218,82	
1414	31,292	1414	175,014	1414	332,867	1414	492,815	1414	664,548	1414	853,943	1414	1041,47	1414	1207,27	
1415	56,3166	1415	133,895	1415	316,66	1415	487,502	1415	668,997	1415	813,097	1415	1014,86	1415	1221,38	
1416	41,4428	1416	168,091	1416	309,16	1416	484,026	1416	668,543	1416	825,933	1416	1024,26	1416	1218	
1417	65,8093	1417	177,63	1417	306,817	1417	456,732	1417	657,839	1417	851,966	1417	1000,22	1417	1198	
1418	44,3888	1418	183,009	1418	316,275	1418	457,915	1418	671,33	1418	845,925	1418	1002,66	1418	1182,24	
1419	38,2145	1419	162,478	1419	320,847	1419	489,496	1419	656,356	1419	832,741	1419	1027,91	1419	1203,95	
1420	64,7945	1420	151,415	1420	327,604	1420	463,126	1420	648,336	1420	852,815	1420	1025,95	1420	1193,71	
1421	53,4331	1421	151,169	1421	300,959	1421	468,515	1421	670,786	1421	837,642	1421	993,557	1421	1166,19	
1422	40,257	1422	177,546	1422	317,238	1422	470,368	1422	675,028	1422	836,094	1422	1028,65	1422	1212,05	
1423	69,2071	1423	135,303	1423	310,751	1423	498,756	1423	639,149	1423	831,169	1423	984,533	1423	1189,98	
1424	48,0949	1424	173,088	1424	310,173	1424	473,238	1424	659,281	1424	824,865	1424	1000,7	1424	1184,3	
1425	65,9955	1425	178,859	1425	313,637	1425	462,177	1425	647,255	1425	843,577	1425	991,18	1425	1195,7	
1426	65,944	1426	176,389	1426	327,219	1426	471,4	1426	644,862	1426	841,747	1426	1026,43	1426	1185,43	
1427	64,2484	1427	157,958	1427	314,521	1427	448,405	1427	644,037	1427	848,376	1427	1019,11	1427	1172,77	
1428	33,5377	1428	148,96	1428	300,218	1428	457,022	1428	648,62	1428	820,107	1428	1010,74	1428	1202,22	
1429	62,0046	1429	175,633	1429	314,552	1429	484,147	1429	654,29	1429	841,712	1429	1009,18	1429	1179,02	
1430	70,0185	1430	157,329	1430	305,945	1430	449,274	1430	651,235	1430	800,741	1430	988,337	1430	1186,75	
1431	47,947	1431	179,088	1431	324,442	1431	481,786	1431	664,475	1431	797,335	1431	1004	1431	1153,94	
1432	33,633	1432	166,642	1432	330,191	1432	447,435	1432	625,817	1432	819,751	1432	1004,01	1432	1192,11	
1433	64,4722	1433	146,19	1433	309,132	1433	454,292	1433	635,621	1433	817,352	1433	981,372	1433	1170,99	
1434	67,4076	1434	163,248	1434	308,15	1434	491,848	1434	658,148	1434	805,42	1434	972,221	1434	1152,98	
1435	71,0063	1435	181,617	1435	295,064	1435	483,46	1435	643,974	1435	807,039	1435	999,158	1435	1144,07	
1436	32,5125	1436	148,284	1436	309,629	1436	487,44	1436	646,305	1436	815,231	1436	1006,9	1436	1166,65	
1437	52,2296	1437	140,731	1437	307,851	1437	471,012	1437	662,096	1437	793,995	1437	989,324	1437	1169,94	
1438	44,5115	1438	142,152	1438	314,724	1438	491,352	1438	634,907	1438	832,591	1438	967,495	1438	1175,6	
1439	68,6962	1439	171,768	1439	320,328	1439	447,381	1439	616,477	1439	826,794	1439	1007,94	1439	1161,94	
1440	34,7355	1440	136,275	1440	301,428	1440	451,161	1440	660,128	1440	799,091	1440	1000,04	1440	1153,5	
1441	36,6441	1441	170,382	1441	296,118	1441	447,789	1441	663,026	1441	806,652	1441	998,204	1441	1139,22	
1442	43,4836	1442	147,107	1442	309,109	1442	472,957	1442	632,462	1442	810,47	1442	1006,28	1442	1154,91	
1443	48,0546	1443	177,823	1443	292,762	1443	491,943	1443	618,553	1443	829,472	1443	960,522	1443	1139,16	
1444	63,1837	1444	174,738	1444	311,164	1444	488,22	1444	632,318	1444	812,871	1444	976,907	1444	1147,66	
1445	38,7964	1445	175,235	1445	307,8	1445	478,919	1445	641,498	1445	818,638	1445	962,675	1445	1135,95	
1446	61,4881	1446	148,312	1446	324,889	1446	462,723	1446	622,087	1446	819,386	1446	967,599	1446	1132,21	
1447	56,9099	1447	178,317	1447	320,989	1447	446,36	1447	644,115	1447	831,078	1447	987,912	1447	1141,46	
1448	34,1305	1448	163,352	1448	311,422	1448	448,333	1448	623,266	1448	817,036	1448	996,9	1448	1134,5	
1449	33,6528	1449	152,313	1449	314,929	1449	485,659	1449	642,053	1449	808,376	1449	961,687	1449	1135,09	
1450	35,954	1450	148,303	1450	291,281	1450	488,72	1450	611,602	1450	817,773	1450	951,362	1450	1148,32	
1451	39,8655	1451	152,126	1451	322,675	1451	457,425	1451	650,121	1451	791,84	1451	966,271	1451	1153,05	
1452	41,9298	1452	167,515	1452	296,059	1452	456,173	1452	609,764	1452	819,648	1452	956,127	1452	1142,64	
1453	52,0594	1453	164,542	1453	316,44	1453	442,559	1453	619,044	1453	802,368	1453	995,088	1453	1161,35	
1454	56,2034	1454	150,912	1454	306,609	1454	463,695	1454	653,286	1454	812,838	1454	980,817	1454	1135,42	
1455	58,1553	1455	163,81	1455	318,054	1455	465,917	1455	633,417	1455	813,074	1455	976,143	1455	1158,67	
1456	70,0453	1456	154,272	1456	303,712	1456	467,778	1456	623,742	1456	807,019	1456	965,727	1456	1125,36	
1457	71,0543	1457	172,054	1457	318,854	1457	458,804	1457	629,688	1457	780,938	1457	989,818	1457	1120,5	
1458	38,8152	1458	177,748	1458	296,536	1458	460,489	1458	635,116	1458	789,157	1458	967,879	1458	1133,38	
1459	36,6826	1459	176,136	1459	303,432	1459	456,208	1459	642,682	1459	807,573	1459	946,267	1459	1144,39	
1460	70,2221	1460	141,554	1460	322,04	1460	455,194	1460	607,861	1460	817,931	1460	947,148	1460	1128,82	
1461	54,0865	1461	144,17	1461	281,791	1461	480,772	1461	650,53	1461	817,891	1461	945,926	1461	1138,85	
1462	70,141	1462	166,567	1462	307,971	1462	449,101	1462	633,88	1462	797,498	1462	959,5	1462	1119,8	
1463	52,1528	1463	175,289	1463	314,708	1463	476,244	1463	634,435	1463	802,514	1463	942,011	1463	1138,74	
1464	29,4468	1464	145,384	1464	302,819	1464	482,258	1464	608,004	1464	770,399	1464	935,175	1464	1114,24	
1465	73,2411	1465	136,123	1465	280,938	1465	472,331	1465	641,913	1465	805,865	1465	960,947	1465	1101	
1466	53,1606	1466	178,124	1466	277,525	1466	479,391	1466	617,342	1466	775,356	1466	980,612	1466	1112,38	
1467	40,188	1467	145,514	1467	319,06	1467	441,554	1467	642,542	1467	807,541	1467	955,312	1467	1143,94	
1468	69,6579	1468	157,011	1468	315,435	1468	451,371	1468	615,078	1468	803,294	1468	948,605	1468	1109,1	
1469	42,2787	1469	155,851	1469	277,163	1469	443,181	1469	638,381	1469	772,621	1469	969,874	1469	1138,31	
1470	71,4954	1470	136,201	1470	301,767	1470	449,934	1470	629,347	1470	772,139	1470	974,286	1470	1093,88	
1471	74,4635	1471	141,855	1471	294,895	1471	453,486	1471	626,995	1471	765,386	1471	972,237	1471	1129,22	
1472	42,3614	1472	133,711	1472	299,9	1472	446,114	1472	616,24	1472	772,593	1472	949,93	1472	1090,61	
1473	58,9066	1473	169,523	1473	297,138	1473	461,757	1473	595,226	1473	805,572	1473	935,96	1473	1109,85	
1474	37,693	1474	176,937	1474	318,805	1474	468,931	1474	612,671	1474	780,1	1474	940,163	1474	1091,56	
1475	34,3413	1475	167,684	1475	314,722	1475	451,147	1475	605,812	1475	781,256	1475	932,191	1475	1129,63	
1476	69,5841	1476	160,456	1476	297,736	1476	467,009	1476	631,298	1476	787,34	1476	926,467	1476	1096,25	
1477	61,8832	1477	138,686	1477	304,636	1477	438,975	1477	633,57	1477	800,179	1477	921,255	1477	1113,15	
1478	34,6786	1478	174,435	1478	311,281	1478	478,414	1478	620,937	1478	776,816	1478	954,216	1478	1094,58	
1479	49,2168	1479	181,535	1479	305,381	1479	451,612	1479	595,227	1479	775,486	1479	959,564	1479	1094,71	
1480	31,5843	1480	150,847	1480	291,844	1480	464,192	1480	633,507	1480	774,62	1480	934,588	1480	1120,1	
1481	74,7942	1481	173,244	1481	321,904	1481	478,881	1481	621,443	1481	764,926	1481	941,938	1481	1078,24	
1482	32,5738	1482	158,69	1482	295,339	1482	440,671	1482	633,662	1482	754,587	1482	950,57	1482	1098,5	
1483	72,2052	1483	177,293	1483	310,353	1483	448,768	1483	595,036	1483	798,284	1483	932,471	1483	1084,39	
1484	58,2487	1484	176,306	1484	275,822	1484	464,895	1484	594,314	1484	794,269	1484	925,447	1484	1092,11	
1485	71,2956	1485	154,284	1485	295,59	1485	470,845	1485	588,009	1485	790,231	1485	941,723	1485	1099	
1486	44,7552	1486	134,964	1486	319,527	1486	473,584	1486	637,19	1486	791,591	1486	936,296	1486	1089,03	
1487	54,0263	1487	174,607	1487	300,289	1487	463,304	1487	593,999	1487	784,283	1487	939,713	1487	1108,42	
1488	69,6095	1488	174,704	1488	274,139	1488	430,408	1488	615,776	1488	785,539	1488	948,129	1488	1079,59	
1489	64,5709	1489	135,137	1489	320,47	1489	473,293	1489	605,012	1489	779,369	1489	948,729	1489	1109,17	
1490	78,0553	1490	174,156	1490	300,269	1490	473,84	1490	603,834	1490	761,032	1490	922,991	1490	1065,22	
1491	69,0727	1491	154,879	1491	311,693	1491	469,175	1491	623,335	1491	769,545	1491	910,475	1491	1087,18	
1492	67,6795	1492	170,799	1492	287,276	1492	445,263	1492	597,734	1492	769,629	1492	925,918	1492	1096,11	
1493	68,1733	1493	167,504	1493	308,277	1493	429,305	1493	600,275	1493	743,284	1493	917,905	1493	1060,87	
1494	48,3243	1494	153,355	1494	277,891	1494	425,934	1494	623,496	1494	764,854	1494	908,989	1494	1101,04	
1495	37,494	1495	169,057	1495	299,822	1495	461,816	1495	607,153	1495	757,549	1495	918,469	1495	1069,75	
1496	65,0192	1496	178,187	1496	289,626	1496	438,55	1496	616,159	1496	771,885	1496	897,109	1496	1100,63	
1497	59,7254	1497	139,017	1497	298,54	1497	461,145	1497	622,657	1497	780,343	1497	897,042	1497	1060,46	
1498	56,7891	1498	156,926	1498	307,291	1498	458,8	1498	617,359	1498	756,466	1498	941,745	1498	1095,56	
1499	50,7718	1499	146,28	1499	314,179	1499	425,106	1499	626,125	1499	771,083	1499	910,038	1499	1087,51	
1500	35,5707	1500	138	1500	292,834	1500	427,597	1500	619,862	1500	775,641	1500	896,954	1500	1051,74	
1501	43,3164	1501	172,361	1501	313,475	1501	454,816	1501	609,177	1501	777,162	1501	906,698	1501	1048	
1502	56,8488	1502	134,506	1502	319,378	1502	470,56	1502	605,822	1502	770,695	1502	893,559	1502	1075,35	
1503	64,6677	1503	141,098	1503	278,16	1503	436,805	1503	614,021	1503	747,863	1503	938,947	1503	1071,25	
1504	31,9423	1504	154,924	1504	302,485	1504	440,694	1504	585,489	1504	744,241	1504	897,064	1504	1043,52	
1505	61,5741	1505	138,325	1505	302,979	1505	431,23	1505	603,394	1505	774,971	1505	924,919	1505	1078,67	
1506	35,4935	1506	140,05	1506	295,846	1506	439,945	1506	617,103	1506	754,901	1506	902,987	1506	1044,78	
1507	66,972	1507	159,47	1507	281,156	1507	434,731	1507	619,28	1507	740,299	1507	916,098	1507	1038,73	
1508	75,1505	1508	147,301	1508	306,157	1508	444,955	1508	611,908	1508	742,484	1508	888,582	1508	1048,13	
1509	72,8073	1509	152,937	1509	295,573	1509	428,934	1509	581,379	1509	776,812	1509	919,135	1509	1048,85	
1510	43,5812	1510	164,622	1510	304,702	1510	465,819	1510	575,024	1510	745,371	1510	882,139	1510	1081,85	
1511	66,7549	1511	139,735	1511	291,28	1511	456,475	1511	605,301	1511	737,629	1511	902,757	1511	1079,93	
1512	35,1838	1512	153,887	1512	276,202	1512	453,922	1512	590,127	1512	752,471	1512	905,529	1512	1049,93	
1513	49,6983	1513	158,723	1513	285,12	1513	438,857	1513	587,528	1513	766,232	1513	883,01	1513	1042,51	
1514	71,195	1514	150,809	1514	311,064	1514	448,235	1514	609,099	1514	758,225	1514	909,702	1514	1064,83	
1515	42,0622	1515	172,415	1515	317,594	1515	422,263	1515	609,285	1515	752,066	1515	876,391	1515	1057,56	
1516	69,5593	1516	139,042	1516	313,689	1516	426,993	1516	611,477	1516	745,47	1516	913,21	1516	1071,91	
1517	58,5455	1517	164,899	1517	287,719	1517	455,447	1517	590,654	1517	758,36	1517	895,51	1517	1051,88	
1518	55,5147	1518	162,424	1518	306,359	1518	440,95	1518	575,635	1518	763,166	1518	877,469	1518	1049,93	
1519	75,7773	1519	175,904	1519	286,458	1519	452,871	1519	602,038	1519	742,929	1519	873,214	1519	1051,08	
1520	47,6885	1520	135,347	1520	274,896	1520	423,777	1520	596,743	1520	764,632	1520	899,52	1520	1038,01	
1521	35,467	1521	180,315	1521	277,71	1521	414,969	1521	603,093	1521	725,772	1521	884,315	1521	1035,6	
1522	56,9175	1522	175,554	1522	305,955	1522	424,575	1522	565,952	1522	722,262	1522	889,064	1522	1021,27	
1523	33,3742	1523	170,423	1523	270,142	1523	434,932	1523	606,687	1523	757,869	1523	877,321	1523	1058,76	
1524	63,1587	1524	177,691	1524	286,821	1524	437,404	1524	601,614	1524	717,134	1524	891,63	1524	1045,58	
1525	73,2341	1525	138,317	1525	292,128	1525	428,637	1525	587,349	1525	763,348	1525	867,524	1525	1025,07	
1526	58,9262	1526	180,418	1526	293,906	1526	424,042	1526	568,926	1526	733,521	1526	891,783	1526	1031,39	
1527	54,1855	1527	155,856	1527	305,672	1527	445,754	1527	610,009	1527	746,488	1527	885,154	1527	1044,99	
1528	53,4609	1528	163,698	1528	299,55	1528	415,961	1528	585,101	1528	753,383	1528	895,456	1528	1034,42	
1529	52,1194	1529	178,829	1529	288,233	1529	455,816	1529	575,661	1529	749,464	1529	876,122	1529	1025,14	
1530	41,478	1530	135,006	1530	295,931	1530	424,167	1530	582,528	1530	754,316	1530	893,986	1530	1024,95	
1531	36,0263	1531	170,526	1531	298,244	1531	440,108	1531	605,798	1531	737,38	1531	864,871	1531	1017,42	
1532	64,766	1532	177,618	1532	293,949	1532	412,16	1532	562,234	1532	741,294	1532	906,216	1532	1022,48	
1533	34,621	1533	181,373	1533	284,584	1533	448,771	1533	597,477	1533	756,525	1533	905,022	1533	1003,16	
1534	70,3471	1534	144,222	1534	276,667	1534	424,519	1534	567,943	1534	726,057	1534	870,604	1534	1039,01	
1535	45,8099	1535	148,056	1535	270,055	1535	431,525	1535	578,675	1535	743,042	1535	902,135	1535	997,653	
1536	47,0508	1536	137,331	1536	306,837	1536	448,287	1536	599,835	1536	736,189	1536	865,172	1536	1042,32	
1537	64,1736	1537	143,992	1537	295,651	1537	445,203	1537	595,396	1537	727,451	1537	892,547	1537	1007,29	
1538	76,7369	1538	163,423	1538	306,311	1538	441,916	1538	601,756	1538	748,51	1538	883,339	1538	1013,2	
1539	70,0893	1539	135,561	1539	265,068	1539	409,191	1539	560,838	1539	711,26	1539	871,128	1539	1015,75	
1540	54,6944	1540	136,004	1540	271,56	1540	416,815	1540	592,463	1540	725,573	1540	869,102	1540	999,411	
1541	49,7863	1541	162,73	1541	280,236	1541	438,943	1541	578,187	1541	751,383	1541	854,964	1541	1021,21	
1542	50,4147	1542	170,341	1542	306,378	1542	408,916	1542	584,962	1542	721,525	1542	882,934	1542	988,874	
1543	56,8417	1543	174,346	1543	273,454	1543	446,495	1543	558,647	1543	734,607	1543	881,249	1543	989,349	
1544	58,8768	1544	135,614	1544	300,059	1544	409,277	1544	557,732	1544	711,528	1544	882,955	1544	1013,76	
1545	38,6663	1545	168,768	1545	269,516	1545	430,816	1545	556,498	1545	725,315	1545	870,274	1545	994,474	
1546	72,5711	1546	166,87	1546	307,302	1546	416,904	1546	555,47	1546	735,116	1546	878,634	1546	1010,54	
1547	47,2933	1547	142,092	1547	277,641	1547	430,962	1547	595,566	1547	738,887	1547	873,244	1547	987,981	
1548	59,76	1548	181,898	1548	269,212	1548	431,652	1548	560,618	1548	701,848	1548	885,47	1548	995,458	
1549	66,2465	1549	133,51	1549	310,044	1549	450,317	1549	586,207	1549	744,014	1549	860,035	1549	990,037	
1550	63,0243	1550	173,129	1550	293,746	1550	440,901	1550	567,178	1550	718,894	1550	877,77	1550	983,563	
1551	51,2478	1551	181,247	1551	264,613	1551	411,771	1551	552,585	1551	696,998	1551	864,995	1551	1009,57	
1552	47,8703	1552	142,909	1552	307,879	1552	416,071	1552	575,706	1552	716,673	1552	840,264	1552	988,351	
1553	62,6077	1553	138,128	1553	267,655	1553	449,206	1553	595,649	1553	718,96	1553	850,034	1553	1015,34	
1554	63,9691	1554	165,478	1554	311,904	1554	404,157	1554	549,403	1554	725,752	1554	842,972	1554	976,319	
1555	78,1656	1555	136,255	1555	269,672	1555	425,023	1555	573,257	1555	720,35	1555	870,664	1555	1007,36	
1556	64,4165	1556	150,525	1556	287,802	1556	442,832	1556	590,675	1556	702,831	1556	852,405	1556	983,689	
1557	46,2018	1557	180,144	1557	293,159	1557	432,894	1557	554,096	1557	722,636	1557	875,743	1557	1004,64	
1558	53,6418	1558	168,234	1558	298,289	1558	436,075	1558	591,067	1558	730,909	1558	854,005	1558	991,818	
1559	46,1567	1559	167,546	1559	279,615	1559	422,687	1559	582,281	1559	711,26	1559	867,666	1559	1005,48	
1560	48,3769	1560	153,263	1560	262,113	1560	449,975	1560	587,379	1560	731,812	1560	853,15	1560	994,875	
1561	57,5364	1561	146,179	1561	292,848	1561	418,327	1561	552,422	1561	731,951	1561	830,795	1561	977,151	
1562	42,6118	1562	159,643	1562	283,696	1562	419,422	1562	584,258	1562	732,199	1562	832,539	1562	997,592	
1563	44,6502	1563	178,811	1563	309,105	1563	426,022	1563	588,952	1563	700,313	1563	840,703	1563	1004,12	
1564	79,9399	1564	168,335	1564	273,307	1564	425,005	1564	577,254	1564	723,428	1564	870,568	1564	989,248	
1565	67,1149	1565	144,331	1565	275,789	1565	447,886	1565	542,845	1565	720,403	1565	826,457	1565	973,973	
1566	76,0003	1566	144,209	1566	278,261	1566	409,069	1566	555,927	1566	692,329	1566	833,048	1566	973,653	
1567	79,4651	1567	137,868	1567	289,426	1567	423,626	1567	553,645	1567	727,13	1567	827,95	1567	972,719	
1568	70,4451	1568	181,055	1568	275,132	1568	435,344	1568	584,535	1568	692,215	1568	852,284	1568	977,697	
1569	68,0039	1569	151,909	1569	287,481	1569	444,37	1569	587,63	1569	719,859	1569	847,703	1569	1001,7	
1570	80,8544	1570	173,564	1570	308,371	1570	397,665	1570	577,209	1570	700,531	1570	849,331	1570	963,212	
1571	76,6717	1571	179,582	1571	301,234	1571	431,998	1571	544,869	1571	726,876	1571	828,272	1571	978,747	
1572	34,4665	1572	135,214	1572	264,042	1572	399,525	1572	540,313	1572	711,541	1572	841,969	1572	974,156	
1573	66,3104	1573	167,276	1573	275,842	1573	422,512	1573	559,376	1573	693,629	1573	825,887	1573	954,043	
1574	42,1142	1574	171,145	1574	294,038	1574	423,965	1574	540,39	1574	683,531	1574	833,793	1574	980,065	
1575	80,1411	1575	150,708	1575	266,058	1575	418,897	1575	545,889	1575	722,043	1575	824,654	1575	976,274	
1576	78,6329	1576	167,551	1576	291,072	1576	414,404	1576	574,08	1576	676,108	1576	841,909	1576	947,355	
1577	76,9376	1577	140,407	1577	293,715	1577	406,68	1577	542,66	1577	707,798	1577	810,407	1577	989,33	
1578	52,7336	1578	173,406	1578	283,666	1578	395,978	1578	565,649	1578	685,558	1578	815,79	1578	945,616	
1579	72,8783	1579	159,483	1579	304,739	1579	399,868	1579	557,619	1579	717,694	1579	836,754	1579	948,243	
1580	53,4073	1580	161,026	1580	279,616	1580	432,594	1580	547,306	1580	716,257	1580	854,653	1580	971,309	
1581	39,0374	1581	143,779	1581	275,024	1581	413,178	1581	562,977	1581	691,223	1581	822,018	1581	955,694	
1582	69,1905	1582	150,514	1582	269,709	1582	408,991	1582	536,458	1582	687,146	1582	814,606	1582	944,348	
1583	66,0371	1583	135,262	1583	268,124	1583	406,767	1583	564,793	1583	677,476	1583	827,661	1583	934,429	
1584	61,305	1584	149,246	1584	266,262	1584	400,175	1584	566,835	1584	695,085	1584	841,521	1584	976,884	
1585	77,5914	1585	170,806	1585	291,767	1585	419,295	1585	561,616	1585	676,876	1585	820,893	1585	965,793	
1586	57,2522	1586	179,092	1586	295,716	1586	399,734	1586	547,924	1586	667,93	1586	847,695	1586	933,457	
1587	71,9942	1587	158,207	1587	262,673	1587	426,095	1587	573,458	1587	713,768	1587	800,313	1587	931,425	
1588	60,8983	1588	136,065	1588	268,129	1588	406,572	1588	543,366	1588	671,079	1588	831,413	1588	943,256	
1589	34,2263	1589	169,717	1589	262,809	1589	402,365	1589	540,802	1589	705,169	1589	823,422	1589	936,621	
1590	52,7704	1590	134,841	1590	286,116	1590	428,044	1590	566,859	1590	676,666	1590	815,371	1590	944,358	
1591	33,7215	1591	176,103	1591	260,295	1591	438,236	1591	565,507	1591	684,432	1591	804,891	1591	965,302	
1592	58,2043	1592	155,401	1592	263,601	1592	403,819	1592	557,428	1592	669,572	1592	803,559	1592	928,224	
1593	39,9663	1593	160,315	1593	293,088	1593	415,42	1593	539,809	1593	681,053	1593	807,862	1593	955,05	
1594	35,0096	1594	146,627	1594	258,659	1594	397,903	1594	546,546	1594	708,102	1594	823,005	1594	937,712	
1595	80,3761	1595	136,36	1595	255,656	1595	389,969	1595	561,483	1595	707,36	1595	792,662	1595	935,683	
1596	76,3169	1596	162,246	1596	271,986	1596	400,928	1596	542,129	1596	670,925	1596	807,415	1596	942,504	
1597	65,8791	1597	132,319	1597	268,47	1597	427,872	1597	532,185	1597	671,826	1597	814	1597	928,43	
1598	62,8972	1598	134,02	1598	280,733	1598	431,955	1598	550,699	1598	677,606	1598	805,99	1598	953,184	
